,fromPlaceName,toPlaceName,date,duration,interval
137689,Nicciano,Gragnanella,10-04-2023,75,60-120
137776,Nicciano,Cerretoli,10-01-2023,126,120+
137797,Nicciano,Cerretoli,10-04-2023,89,60-120
137803,Nicciano,Cerretoli,10-04-2023,83,60-120
137872,Nicciano,Colle,10-01-2023,126,120+
137999,Nicciano,Metello,10-04-2023,121,120+
138088,Nicciano,Rontano,10-04-2023,141,120+
138091,Nicciano,Rontano,10-04-2023,129,120+
138171,Nicciano,Castiglione di Garfagnana,10-04-2023,82,60-120
138242,Nicciano,Fabbriche di Vergemoli,10-01-2023,763,120+
138281,Nicciano,Fabbriche di Vergemoli,10-04-2023,195,120+
138287,Nicciano,Fabbriche di Vergemoli,10-04-2023,278,120+
138372,Nicciano,Fosciandora,10-04-2023,82,60-120
138378,Nicciano,Fosciandora,10-04-2023,94,60-120
138396,Nicciano,Fosciandora,09-07-2023,82,60-120
138449,Nicciano,Gallicano,10-01-2023,88,60-120
138463,Nicciano,Gallicano,10-04-2023,97,60-120
138474,Nicciano,Gallicano,10-04-2023,68,60-120
138478,Nicciano,Gallicano,10-04-2023,69,60-120
138648,Nicciano,Molazzana,10-04-2023,100,60-120
138649,Nicciano,Molazzana,10-04-2023,107,60-120
138655,Nicciano,Molazzana,10-04-2023,163,120+
138666,Nicciano,Molazzana,10-04-2023,106,60-120
138852,Nicciano,Borsigliana,10-04-2023,45,30-60
138853,Nicciano,Borsigliana,10-04-2023,41,30-60
138948,Nicciano,Cogna,10-04-2023,42,30-60
138954,Nicciano,Cogna,10-04-2023,37,30-60
138955,Nicciano,Cogna,10-04-2023,43,30-60
139044,Nicciano,Colognola,10-04-2023,27,0-30
139332,Nicciano,Livignano,10-04-2023,41,30-60
139518,Nicciano,Petrognola,10-04-2023,52,30-60
139524,Nicciano,Petrognola,10-04-2023,50,30-60
139628,Nicciano,San Donnino,10-04-2023,25,0-30
139806,Nicciano,Sant'Anastasio,10-04-2023,52,30-60
139908,Nicciano,Vergnano,10-04-2023,44,30-60
139914,Nicciano,Vergnano,10-04-2023,42,30-60
139915,Nicciano,Vergnano,10-04-2023,40,30-60
140087,Nicciano,San Romano in Garfagnana,10-01-2023,84,60-120
140095,Nicciano,San Romano in Garfagnana,10-04-2023,84,60-120
140124,Nicciano,San Romano in Garfagnana,09-07-2023,76,60-120
140202,Nicciano,Sillano Giuncugnano,10-04-2023,46,30-60
140203,Nicciano,Sillano Giuncugnano,10-04-2023,45,30-60
140299,Nicciano,Villa Collemandina,10-04-2023,103,60-120
140372,Nicciano,Bagni di Lucca,10-01-2023,113,60-120
140375,Nicciano,Bagni di Lucca,10-01-2023,168,120+
140397,Nicciano,Bagni di Lucca,10-04-2023,100,60-120
140421,Nicciano,Bagni di Lucca,09-07-2023,104,60-120
140422,Nicciano,Bagni di Lucca,09-07-2023,106,60-120
140475,Nicciano,Barga,10-04-2023,84,60-120
140484,Nicciano,Barga,10-04-2023,98,60-120
140490,Nicciano,Barga,10-04-2023,76,60-120
140491,Nicciano,Barga,10-04-2023,88,60-120
140561,Nicciano,Albiano,10-01-2023,106,60-120
140571,Nicciano,Albiano,10-04-2023,109,60-120
140580,Nicciano,Albiano,10-04-2023,105,60-120
140581,Nicciano,Albiano,10-04-2023,85,60-120
140604,Nicciano,Albiano,09-07-2023,105,60-120
140657,Nicciano,Castelvecchio Pascoli,10-01-2023,79,60-120
140667,Nicciano,Castelvecchio Pascoli,10-04-2023,83,60-120
140676,Nicciano,Castelvecchio Pascoli,10-04-2023,78,60-120
140682,Nicciano,Castelvecchio Pascoli,10-04-2023,62,60-120
140689,Nicciano,Castelvecchio Pascoli,09-07-2023,100,60-120
140700,Nicciano,Castelvecchio Pascoli,09-07-2023,78,60-120
140759,Nicciano,Filecchio,10-01-2023,193,120+
140767,Nicciano,Filecchio,10-04-2023,116,60-120
140773,Nicciano,Filecchio,10-04-2023,87,60-120
140855,Nicciano,Fornaci di Barga,10-01-2023,99,60-120
140859,Nicciano,Fornaci di Barga,10-04-2023,62,60-120
140863,Nicciano,Fornaci di Barga,10-04-2023,80,60-120
140874,Nicciano,Fornaci di Barga,10-04-2023,64,60-120
140877,Nicciano,Fornaci di Barga,10-04-2023,74,60-120
140951,Nicciano,Loppia,10-01-2023,117,60-120
140959,Nicciano,Loppia,10-04-2023,105,60-120
140973,Nicciano,Loppia,10-04-2023,92,60-120
141041,Nicciano,Mologno,10-01-2023,71,60-120
141047,Nicciano,Mologno,10-01-2023,99,60-120
141051,Nicciano,Mologno,10-04-2023,52,30-60
141055,Nicciano,Mologno,10-04-2023,77,60-120
141066,Nicciano,Mologno,10-04-2023,54,30-60
141067,Nicciano,Mologno,10-04-2023,64,60-120
141143,Nicciano,Ponte all'Ania,10-01-2023,108,60-120
141147,Nicciano,Ponte all'Ania,10-04-2023,76,60-120
141151,Nicciano,Ponte all'Ania,10-04-2023,100,60-120
141157,Nicciano,Ponte all'Ania,10-04-2023,75,60-120
141165,Nicciano,Ponte all'Ania,10-04-2023,77,60-120
141329,Nicciano,San Pietro in Campo,10-01-2023,87,60-120
141335,Nicciano,San Pietro in Campo,10-01-2023,98,60-120
141339,Nicciano,San Pietro in Campo,10-04-2023,72,60-120
141343,Nicciano,San Pietro in Campo,10-04-2023,80,60-120
141376,Nicciano,San Pietro in Campo,09-07-2023,81,60-120
141382,Nicciano,San Pietro in Campo,09-07-2023,83,60-120
141434,Nicciano,Sommocolonia,10-04-2023,160,120+
141443,Nicciano,Sommocolonia,10-04-2023,132,120+
141444,Nicciano,Sommocolonia,10-04-2023,138,120+
141545,Nicciano,Tiglio,10-04-2023,184,120+
141620,Nicciano,Borgo a Mozzano,10-01-2023,100,60-120
141623,Nicciano,Borgo a Mozzano,10-01-2023,103,60-120
141637,Nicciano,Borgo a Mozzano,10-04-2023,80,60-120
141670,Nicciano,Borgo a Mozzano,09-07-2023,93,60-120
141908,Nicciano,Lucca,10-01-2023,130,120+
141933,Nicciano,Lucca,10-04-2023,122,120+
142008,Petrognano,Camporgiano,10-04-2023,9,0-30
142127,Petrognano,Careggine,10-04-2023,116,60-120
142288,Petrognano,Palleroso,10-01-2023,118,60-120
142296,Petrognano,Palleroso,10-04-2023,62,60-120
142384,Petrognano,Monterotondo,10-01-2023,104,60-120
142392,Petrognano,Monterotondo,10-04-2023,58,30-60
142480,Petrognano,Antisciana,10-01-2023,95,60-120
142576,Petrognano,Gragnanella,10-01-2023,103,60-120
142672,Petrognano,Cerretoli,10-01-2023,125,120+
142768,Petrognano,Colle,10-01-2023,125,120+
142776,Petrognano,Colle,10-04-2023,70,60-120
142895,Petrognano,Metello,10-04-2023,118,60-120
142984,Petrognano,Rontano,10-04-2023,139,120+
143067,Petrognano,Castiglione di Garfagnana,10-04-2023,89,60-120
143160,Petrognano,Fabbriche di Vergemoli,10-04-2023,118,60-120
143183,Petrognano,Fabbriche di Vergemoli,10-04-2023,226,120+
143248,Petrognano,Fosciandora,10-01-2023,80,60-120
143256,Petrognano,Fosciandora,10-04-2023,60,60-120
143274,Petrognano,Fosciandora,10-04-2023,75,60-120
143292,Petrognano,Fosciandora,09-07-2023,80,60-120
143330,Petrognano,Gallicano,10-01-2023,76,60-120
143344,Petrognano,Gallicano,10-01-2023,86,60-120
143345,Petrognano,Gallicano,10-01-2023,87,60-120
143346,Petrognano,Gallicano,10-01-2023,84,60-120
143448,Petrognano,Minucciano,10-04-2023,70,60-120
143466,Petrognano,Minucciano,10-04-2023,56,30-60
143546,Petrognano,Molazzana,10-04-2023,105,60-120
143644,Petrognano,Piazza al Serchio,10-04-2023,13,0-30
143660,Petrognano,Piazza al Serchio,10-04-2023,11,0-30
143662,Petrognano,Piazza al Serchio,10-04-2023,10,0-30
143736,Petrognano,Borsigliana,10-04-2023,17,0-30
143749,Petrognano,Borsigliana,10-04-2023,31,30-60
143947,Petrognano,Colognola,10-04-2023,28,0-30
143948,Petrognano,Colognola,10-04-2023,30,30-60
143951,Petrognano,Colognola,10-04-2023,54,30-60
144038,Petrognano,Cortia,10-04-2023,30,30-60
144047,Petrognano,Cortia,10-04-2023,66,60-120
144139,Petrognano,Gragnana,10-04-2023,30,30-60
144143,Petrognano,Gragnana,10-04-2023,63,60-120
144216,Petrognano,Livignano,10-04-2023,11,0-30
144229,Petrognano,Livignano,10-04-2023,28,0-30
144324,Petrognano,Nicciano,10-04-2023,40,30-60
144325,Petrognano,Nicciano,10-04-2023,38,30-60
144335,Petrognano,Nicciano,10-04-2023,59,30-60
144420,Petrognano,Petrognola,10-04-2023,53,30-60
144431,Petrognano,Petrognola,10-04-2023,62,60-120
144612,Petrognano,San Michele,10-04-2023,33,30-60
144619,Petrognano,San Michele,10-04-2023,18,0-30
144620,Petrognano,San Michele,10-04-2023,21,0-30
144623,Petrognano,San Michele,10-04-2023,45,30-60
144709,Petrognano,Sant'Anastasio,10-04-2023,42,30-60
145003,Petrognano,San Romano in Garfagnana,10-04-2023,7,0-30
145099,Petrognano,Sillano Giuncugnano,10-04-2023,37,30-60
145195,Petrognano,Villa Collemandina,10-04-2023,91,60-120
145268,Petrognano,Bagni di Lucca,10-01-2023,111,60-120
145271,Petrognano,Bagni di Lucca,10-01-2023,132,120+
145279,Petrognano,Bagni di Lucca,10-04-2023,122,120+
145293,Petrognano,Bagni di Lucca,10-04-2023,99,60-120
145368,Petrognano,Barga,10-04-2023,73,60-120
145369,Petrognano,Barga,10-04-2023,79,60-120
145370,Petrognano,Barga,10-04-2023,80,60-120
145451,Petrognano,Albiano,10-01-2023,188,120+
145457,Petrognano,Albiano,10-01-2023,104,60-120
145464,Petrognano,Albiano,10-04-2023,72,60-120
145500,Petrognano,Albiano,09-07-2023,103,60-120
145552,Petrognano,Castelvecchio Pascoli,10-01-2023,76,60-120
145553,Petrognano,Castelvecchio Pascoli,10-01-2023,77,60-120
145554,Petrognano,Castelvecchio Pascoli,10-01-2023,74,60-120
145560,Petrognano,Castelvecchio Pascoli,10-04-2023,59,30-60
145585,Petrognano,Castelvecchio Pascoli,09-07-2023,99,60-120
145596,Petrognano,Castelvecchio Pascoli,09-07-2023,76,60-120
145607,Petrognano,Castelvecchio Pascoli,09-07-2023,94,60-120
145655,Petrognano,Filecchio,10-01-2023,156,120+
145656,Petrognano,Filecchio,10-04-2023,77,60-120
145730,Petrognano,Fornaci di Barga,10-01-2023,68,60-120
145746,Petrognano,Fornaci di Barga,10-01-2023,78,60-120
145826,Petrognano,Loppia,10-01-2023,87,60-120
145842,Petrognano,Loppia,10-01-2023,97,60-120
145936,Petrognano,Mologno,10-01-2023,68,60-120
145937,Petrognano,Mologno,10-01-2023,69,60-120
145938,Petrognano,Mologno,10-01-2023,66,60-120
146018,Petrognano,Ponte all'Ania,10-01-2023,81,60-120
146034,Petrognano,Ponte all'Ania,10-01-2023,91,60-120
146153,Petrognano,Renaio,10-04-2023,193,120+
146154,Petrognano,Renaio,10-04-2023,176,120+
146210,Petrognano,San Pietro in Campo,10-01-2023,78,60-120
146224,Petrognano,San Pietro in Campo,10-01-2023,84,60-120
146226,Petrognano,San Pietro in Campo,10-01-2023,82,60-120
146232,Petrognano,San Pietro in Campo,10-04-2023,62,60-120
146328,Petrognano,Sommocolonia,10-04-2023,93,60-120
146330,Petrognano,Sommocolonia,10-04-2023,161,120+
146341,Petrognano,Sommocolonia,10-04-2023,110,60-120
146424,Petrognano,Tiglio,10-04-2023,205,120+
146498,Petrognano,Borgo a Mozzano,10-01-2023,83,60-120
146539,Petrognano,Borgo a Mozzano,10-04-2023,89,60-120
146804,Petrognano,Lucca,10-01-2023,128,120+
146829,Petrognano,Lucca,10-04-2023,120,120+
146917,Petrognola,Camporgiano,10-04-2023,39,30-60
147109,Petrognola,Castelnuovo di Garfagnana,10-04-2023,61,60-120
147274,Petrognola,Monterotondo,10-01-2023,93,60-120
147295,Petrognola,Monterotondo,10-04-2023,96,60-120
147384,Petrognola,Antisciana,10-04-2023,90,60-120
147385,Petrognola,Antisciana,10-04-2023,97,60-120
147480,Petrognola,Gragnanella,10-04-2023,98,60-120
147481,Petrognola,Gragnanella,10-04-2023,100,60-120
147589,Petrognola,Cerretoli,10-04-2023,102,60-120
147978,Petrognola,Castiglione di Garfagnana,10-04-2023,106,60-120
148042,Petrognola,Fabbriche di Vergemoli,10-01-2023,287,120+
148066,Petrognola,Fabbriche di Vergemoli,10-04-2023,287,120+
148074,Petrognola,Fabbriche di Vergemoli,10-04-2023,144,120+
148170,Petrognola,Fosciandora,10-04-2023,97,60-120
148255,Petrognola,Gallicano,10-04-2023,107,60-120
148266,Petrognola,Gallicano,10-04-2023,73,60-120
148356,Petrognola,Minucciano,10-04-2023,94,60-120
148362,Petrognola,Minucciano,10-04-2023,63,60-120
148440,Petrognola,Molazzana,10-04-2023,130,120+
148441,Petrognola,Molazzana,10-04-2023,145,120+
148447,Petrognola,Molazzana,10-04-2023,172,120+
148450,Petrognola,Molazzana,10-04-2023,128,120+
148541,Petrognola,Piazza al Serchio,10-04-2023,33,30-60
148556,Petrognola,Piazza al Serchio,10-04-2023,23,0-30
148632,Petrognola,Borsigliana,10-04-2023,56,30-60
148729,Petrognola,Cogna,10-04-2023,12,0-30
148920,Petrognola,Cortia,10-04-2023,48,30-60
149114,Petrognola,Livignano,10-04-2023,66,60-120
149115,Petrognola,Livignano,10-04-2023,67,60-120
149208,Petrognola,Nicciano,10-04-2023,46,30-60
149306,Petrognola,Petrognano,10-04-2023,47,30-60
149318,Petrognola,Petrognano,10-04-2023,37,30-60
149413,Petrognola,San Donnino,10-04-2023,28,0-30
149414,Petrognola,San Donnino,10-04-2023,27,0-30
149420,Petrognola,San Donnino,10-04-2023,34,30-60
149516,Petrognola,San Michele,10-04-2023,32,30-60
149700,Petrognola,Vergnano,10-04-2023,53,30-60
149882,Petrognola,San Romano in Garfagnana,10-04-2023,88,60-120
149979,Petrognola,Sillano Giuncugnano,10-04-2023,57,30-60
149994,Petrognola,Sillano Giuncugnano,10-04-2023,55,30-60
150174,Petrognola,Bagni di Lucca,10-04-2023,168,120+
150181,Petrognola,Bagni di Lucca,10-04-2023,94,60-120
150264,Petrognola,Barga,10-04-2023,103,60-120
150265,Petrognola,Barga,10-04-2023,114,60-120
150277,Petrognola,Barga,10-04-2023,84,60-120
150362,Petrognola,Albiano,10-04-2023,142,120+
150371,Petrognola,Albiano,10-04-2023,117,60-120
150373,Petrognola,Albiano,10-04-2023,99,60-120
150467,Petrognola,Castelvecchio Pascoli,10-04-2023,92,60-120
150469,Petrognola,Castelvecchio Pascoli,10-04-2023,71,60-120
150565,Petrognola,Filecchio,10-04-2023,101,60-120
150661,Petrognola,Fornaci di Barga,10-04-2023,74,60-120
150754,Petrognola,Loppia,10-04-2023,126,120+
150757,Petrognola,Loppia,10-04-2023,88,60-120
150826,Petrognola,Mologno,10-01-2023,102,60-120
150850,Petrognola,Mologno,10-04-2023,102,60-120
150853,Petrognola,Mologno,10-04-2023,63,60-120
150946,Petrognola,Ponte all'Ania,10-04-2023,118,60-120
150949,Petrognola,Ponte all'Ania,10-04-2023,85,60-120
151130,Petrognola,San Pietro in Campo,10-04-2023,105,60-120
151141,Petrognola,San Pietro in Campo,10-04-2023,72,60-120
151224,Petrognola,Sommocolonia,10-04-2023,172,120+
151225,Petrognola,Sommocolonia,10-04-2023,187,120+
151235,Petrognola,Sommocolonia,10-04-2023,138,120+
151237,Petrognola,Sommocolonia,10-04-2023,122,120+
151331,Petrognola,Tiglio,10-04-2023,231,120+
151429,Petrognola,Borgo a Mozzano,10-04-2023,93,60-120
151594,Petrognola,Pescaglia,10-01-2023,196,120+
151623,Petrognola,Pescaglia,10-04-2023,259,120+
151704,Petrognola,Lucca,10-04-2023,145,120+
151717,Petrognola,Lucca,10-04-2023,121,120+
151836,San Donnino,Camporgiano,09-07-2023,33,30-60
151919,San Donnino,Careggine,10-04-2023,130,120+
151970,San Donnino,Castelnuovo di Garfagnana,10-01-2023,50,30-60
152080,San Donnino,Palleroso,10-01-2023,107,60-120
152176,San Donnino,Monterotondo,10-01-2023,94,60-120
152272,San Donnino,Antisciana,10-01-2023,85,60-120
152368,San Donnino,Gragnanella,10-01-2023,93,60-120
152394,San Donnino,Gragnanella,10-04-2023,41,30-60
152464,San Donnino,Cerretoli,10-01-2023,114,60-120
152491,San Donnino,Cerretoli,10-04-2023,69,60-120
152560,San Donnino,Colle,10-01-2023,115,60-120
152687,San Donnino,Metello,10-04-2023,132,120+
152776,San Donnino,Rontano,10-04-2023,129,120+
152859,San Donnino,Castiglione di Garfagnana,10-04-2023,81,60-120
152875,San Donnino,Castiglione di Garfagnana,10-04-2023,74,60-120
152970,San Donnino,Fabbriche di Vergemoli,10-04-2023,183,120+
152971,San Donnino,Fabbriche di Vergemoli,10-04-2023,113,60-120
152975,San Donnino,Fabbriche di Vergemoli,10-04-2023,256,120+
153066,San Donnino,Fosciandora,10-04-2023,82,60-120
153084,San Donnino,Fosciandora,09-07-2023,70,60-120
153136,San Donnino,Gallicano,10-01-2023,75,60-120
153137,San Donnino,Gallicano,10-01-2023,76,60-120
153138,San Donnino,Gallicano,10-01-2023,73,60-120
153240,San Donnino,Minucciano,10-04-2023,59,30-60
153336,San Donnino,Molazzana,10-04-2023,89,60-120
153337,San Donnino,Molazzana,10-04-2023,95,60-120
153338,San Donnino,Molazzana,10-04-2023,106,60-120
153352,San Donnino,Molazzana,10-04-2023,92,60-120
153438,San Donnino,Piazza al Serchio,10-04-2023,14,0-30
153447,San Donnino,Piazza al Serchio,10-04-2023,10,0-30
153453,San Donnino,Piazza al Serchio,10-04-2023,9,0-30
153528,San Donnino,Borsigliana,10-04-2023,12,0-30
153529,San Donnino,Borsigliana,10-04-2023,24,0-30
153541,San Donnino,Borsigliana,10-04-2023,21,0-30
153642,San Donnino,Cogna,10-04-2023,26,0-30
153726,San Donnino,Colognola,10-04-2023,37,30-60
153817,San Donnino,Cortia,10-04-2023,29,0-30
153822,San Donnino,Cortia,10-04-2023,48,30-60
153828,San Donnino,Cortia,10-04-2023,46,30-60
153839,San Donnino,Cortia,10-04-2023,55,30-60
153918,San Donnino,Gragnana,10-04-2023,45,30-60
154008,San Donnino,Livignano,10-04-2023,6,0-30
154009,San Donnino,Livignano,10-04-2023,29,0-30
154021,San Donnino,Livignano,10-04-2023,18,0-30
154110,San Donnino,Nicciano,10-04-2023,41,30-60
154117,San Donnino,Nicciano,10-04-2023,30,30-60
154118,San Donnino,Nicciano,10-04-2023,28,0-30
154308,San Donnino,Petrognola,10-04-2023,47,30-60
154316,San Donnino,Petrognola,10-04-2023,33,30-60
154398,San Donnino,San Michele,10-04-2023,27,0-30
154405,San Donnino,San Michele,10-04-2023,23,0-30
154508,San Donnino,Sant'Anastasio,10-04-2023,36,30-60
154779,San Donnino,San Romano in Garfagnana,10-04-2023,36,30-60
154795,San Donnino,San Romano in Garfagnana,10-04-2023,9,0-30
154891,San Donnino,Sillano Giuncugnano,10-04-2023,34,30-60
154987,San Donnino,Villa Collemandina,10-04-2023,84,60-120
155060,San Donnino,Bagni di Lucca,10-01-2023,101,60-120
155063,San Donnino,Bagni di Lucca,10-01-2023,146,120+
155071,San Donnino,Bagni di Lucca,10-04-2023,136,120+
155085,San Donnino,Bagni di Lucca,10-04-2023,89,60-120
155162,San Donnino,Barga,10-04-2023,78,60-120
155163,San Donnino,Barga,10-04-2023,83,60-120
155172,San Donnino,Barga,10-04-2023,86,60-120
155173,San Donnino,Barga,10-04-2023,77,60-120
155179,San Donnino,Barga,10-04-2023,71,60-120
155249,San Donnino,Albiano,10-01-2023,94,60-120
155286,San Donnino,Albiano,09-07-2023,215,120+
155292,San Donnino,Albiano,09-07-2023,93,60-120
155330,San Donnino,Castelvecchio Pascoli,10-01-2023,86,60-120
155345,San Donnino,Castelvecchio Pascoli,10-01-2023,67,60-120
155370,San Donnino,Castelvecchio Pascoli,10-04-2023,60,60-120
155377,San Donnino,Castelvecchio Pascoli,09-07-2023,89,60-120
155388,San Donnino,Castelvecchio Pascoli,09-07-2023,66,60-120
155447,San Donnino,Filecchio,10-01-2023,171,120+
155661,San Donnino,Loppia,10-04-2023,81,60-120
155729,San Donnino,Mologno,10-01-2023,59,30-60
155847,San Donnino,Ponte all'Ania,10-04-2023,61,60-120
155853,San Donnino,Ponte all'Ania,10-04-2023,63,60-120
155945,San Donnino,Renaio,10-04-2023,182,120+
156065,San Donnino,San Pietro in Campo,09-07-2023,70,60-120
156122,San Donnino,Sommocolonia,10-04-2023,159,120+
156132,San Donnino,Sommocolonia,10-04-2023,126,120+
156133,San Donnino,Sommocolonia,10-04-2023,115,60-120
156216,San Donnino,Tiglio,10-04-2023,204,120+
156331,San Donnino,Borgo a Mozzano,10-04-2023,77,60-120
156520,San Donnino,Pescaglia,10-04-2023,205,120+
156596,San Donnino,Lucca,10-01-2023,118,60-120
156615,San Donnino,Lucca,10-04-2023,103,60-120
156639,San Donnino,Lucca,09-07-2023,103,60-120
156699,San Michele,Camporgiano,10-04-2023,28,0-30
156732,San Michele,Camporgiano,09-07-2023,31,30-60
156909,San Michele,Castelnuovo di Garfagnana,10-04-2023,46,30-60
156976,San Michele,Palleroso,10-01-2023,105,60-120
157072,San Michele,Monterotondo,10-01-2023,92,60-120
157168,San Michele,Antisciana,10-01-2023,82,60-120
157178,San Michele,Antisciana,10-04-2023,75,60-120
157194,San Michele,Antisciana,10-04-2023,68,60-120
157264,San Michele,Gragnanella,10-01-2023,90,60-120
157272,San Michele,Gragnanella,10-04-2023,59,30-60
157273,San Michele,Gragnanella,10-04-2023,60,60-120
157274,San Michele,Gragnanella,10-04-2023,80,60-120
157290,San Michele,Gragnanella,10-04-2023,76,60-120
157360,San Michele,Cerretoli,10-01-2023,112,60-120
157386,San Michele,Cerretoli,10-04-2023,83,60-120
157387,San Michele,Cerretoli,10-04-2023,75,60-120
157456,San Michele,Colle,10-01-2023,112,60-120
157482,San Michele,Colle,10-04-2023,116,60-120
157483,San Michele,Colle,10-04-2023,76,60-120
157672,San Michele,Rontano,10-04-2023,127,120+
157675,San Michele,Rontano,10-04-2023,115,60-120
157755,San Michele,Castiglione di Garfagnana,10-04-2023,78,60-120
157764,San Michele,Castiglione di Garfagnana,10-04-2023,94,60-120
157770,San Michele,Castiglione di Garfagnana,10-04-2023,86,60-120
157771,San Michele,Castiglione di Garfagnana,10-04-2023,82,60-120
157866,San Michele,Fabbriche di Vergemoli,10-04-2023,181,120+
157867,San Michele,Fabbriche di Vergemoli,10-04-2023,121,120+
157871,San Michele,Fabbriche di Vergemoli,10-04-2023,264,120+
157956,San Michele,Fosciandora,10-04-2023,68,60-120
157980,San Michele,Fosciandora,09-07-2023,68,60-120
158033,San Michele,Gallicano,10-01-2023,74,60-120
158233,San Michele,Molazzana,10-04-2023,93,60-120
158234,San Michele,Molazzana,10-04-2023,107,60-120
158249,San Michele,Molazzana,10-04-2023,96,60-120
158250,San Michele,Molazzana,10-04-2023,101,60-120
158341,San Michele,Piazza al Serchio,10-04-2023,8,0-30
158437,San Michele,Borsigliana,10-04-2023,30,30-60
158443,San Michele,Borsigliana,10-04-2023,26,0-30
158539,San Michele,Cogna,10-04-2023,36,30-60
158904,San Michele,Livignano,10-04-2023,31,30-60
158917,San Michele,Livignano,10-04-2023,27,0-30
158923,San Michele,Livignano,10-04-2023,21,0-30
159020,San Michele,Nicciano,10-04-2023,6,0-30
159498,San Michele,Vergnano,10-04-2023,29,0-30
159499,San Michele,Vergnano,10-04-2023,33,30-60
159675,San Michele,San Romano in Garfagnana,10-04-2023,56,30-60
159684,San Michele,San Romano in Garfagnana,10-04-2023,57,30-60
159708,San Michele,San Romano in Garfagnana,09-07-2023,61,60-120
159786,San Michele,Sillano Giuncugnano,10-04-2023,32,30-60
159787,San Michele,Sillano Giuncugnano,10-04-2023,43,30-60
159883,San Michele,Villa Collemandina,10-04-2023,89,60-120
159956,San Michele,Bagni di Lucca,10-01-2023,98,60-120
159959,San Michele,Bagni di Lucca,10-01-2023,154,120+
159967,San Michele,Bagni di Lucca,10-04-2023,144,120+
159981,San Michele,Bagni di Lucca,10-04-2023,86,60-120
160059,San Michele,Barga,10-04-2023,79,60-120
160068,San Michele,Barga,10-04-2023,83,60-120
160075,San Michele,Barga,10-04-2023,74,60-120
160145,San Michele,Albiano,10-01-2023,92,60-120
160164,San Michele,Albiano,10-04-2023,91,60-120
160165,San Michele,Albiano,10-04-2023,84,60-120
160182,San Michele,Albiano,09-07-2023,213,120+
160188,San Michele,Albiano,09-07-2023,91,60-120
160226,San Michele,Castelvecchio Pascoli,10-01-2023,83,60-120
160241,San Michele,Castelvecchio Pascoli,10-01-2023,64,60-120
160260,San Michele,Castelvecchio Pascoli,10-04-2023,63,60-120
160273,San Michele,Castelvecchio Pascoli,09-07-2023,86,60-120
160284,San Michele,Castelvecchio Pascoli,09-07-2023,63,60-120
160363,San Michele,Filecchio,10-04-2023,81,60-120
160365,San Michele,Filecchio,10-04-2023,84,60-120
160461,San Michele,Fornaci di Barga,10-04-2023,61,60-120
160557,San Michele,Loppia,10-04-2023,79,60-120
160625,San Michele,Mologno,10-01-2023,56,30-60
160743,San Michele,Ponte all'Ania,10-04-2023,59,30-60
160749,San Michele,Ponte all'Ania,10-04-2023,69,60-120
160841,San Michele,Renaio,10-04-2023,180,120+
160842,San Michele,Renaio,10-04-2023,163,120+
160913,San Michele,San Pietro in Campo,10-01-2023,73,60-120
160961,San Michele,San Pietro in Campo,09-07-2023,67,60-120
161018,San Michele,Sommocolonia,10-04-2023,152,120+
161028,San Michele,Sommocolonia,10-04-2023,123,120+
161029,San Michele,Sommocolonia,10-04-2023,107,60-120
161112,San Michele,Tiglio,10-04-2023,202,120+
161204,San Michele,Borgo a Mozzano,10-01-2023,85,60-120
161416,San Michele,Pescaglia,10-04-2023,202,120+
161492,San Michele,Lucca,10-01-2023,115,60-120
161511,San Michele,Lucca,10-04-2023,100,60-120
161517,San Michele,Lucca,10-04-2023,107,60-120
161535,San Michele,Lucca,09-07-2023,100,60-120
161605,Sant'Anastasio,Camporgiano,10-04-2023,42,30-60
161628,Sant'Anastasio,Camporgiano,09-07-2023,55,30-60
161711,Sant'Anastasio,Careggine,10-04-2023,129,120+
161797,Sant'Anastasio,Castelnuovo di Garfagnana,10-04-2023,64,60-120
161830,Sant'Anastasio,Castelnuovo di Garfagnana,09-07-2023,76,60-120
161872,Sant'Anastasio,Palleroso,10-01-2023,129,120+
161893,Sant'Anastasio,Palleroso,10-04-2023,90,60-120
161962,Sant'Anastasio,Monterotondo,10-01-2023,88,60-120
161968,Sant'Anastasio,Monterotondo,10-01-2023,116,60-120
161983,Sant'Anastasio,Monterotondo,10-04-2023,91,60-120
162064,Sant'Anastasio,Antisciana,10-01-2023,107,60-120
162160,Sant'Anastasio,Gragnanella,10-01-2023,115,60-120
162256,Sant'Anastasio,Cerretoli,10-01-2023,136,120+
162352,Sant'Anastasio,Colle,10-01-2023,136,120+
162479,Sant'Anastasio,Metello,10-04-2023,131,120+
162568,Sant'Anastasio,Rontano,10-04-2023,151,120+
162666,Sant'Anastasio,Castiglione di Garfagnana,10-04-2023,101,60-120
162730,Sant'Anastasio,Fabbriche di Vergemoli,10-01-2023,282,120+
162761,Sant'Anastasio,Fabbriche di Vergemoli,10-04-2023,205,120+
162762,Sant'Anastasio,Fabbriche di Vergemoli,10-04-2023,139,120+
162858,Sant'Anastasio,Fosciandora,10-04-2023,102,60-120
162863,Sant'Anastasio,Fosciandora,10-04-2023,94,60-120
162876,Sant'Anastasio,Fosciandora,09-07-2023,92,60-120
162928,Sant'Anastasio,Gallicano,10-01-2023,97,60-120
162929,Sant'Anastasio,Gallicano,10-01-2023,98,60-120
162943,Sant'Anastasio,Gallicano,10-04-2023,102,60-120
