,fromPlaceName,toPlaceName,date,duration,interval
162946,Sant'Anastasio,Gallicano,10-04-2023,92,60-120
162954,Sant'Anastasio,Gallicano,10-04-2023,77,60-120
163032,Sant'Anastasio,Minucciano,10-04-2023,80,60-120
163044,Sant'Anastasio,Minucciano,10-04-2023,95,60-120
163050,Sant'Anastasio,Minucciano,10-04-2023,67,60-120
163055,Sant'Anastasio,Minucciano,10-04-2023,98,60-120
163135,Sant'Anastasio,Molazzana,10-04-2023,168,120+
163229,Sant'Anastasio,Piazza al Serchio,10-04-2023,34,30-60
163320,Sant'Anastasio,Borsigliana,10-04-2023,49,30-60
163333,Sant'Anastasio,Borsigliana,10-04-2023,47,30-60
163608,Sant'Anastasio,Cortia,10-04-2023,48,30-60
163800,Sant'Anastasio,Livignano,10-04-2023,44,30-60
163801,Sant'Anastasio,Livignano,10-04-2023,58,30-60
163802,Sant'Anastasio,Livignano,10-04-2023,61,60-120
163803,Sant'Anastasio,Livignano,10-04-2023,62,60-120
163812,Sant'Anastasio,Livignano,10-04-2023,45,30-60
163813,Sant'Anastasio,Livignano,10-04-2023,41,30-60
163896,Sant'Anastasio,Nicciano,10-04-2023,45,30-60
163908,Sant'Anastasio,Nicciano,10-04-2023,51,30-60
164204,Sant'Anastasio,San Donnino,10-04-2023,30,30-60
164285,Sant'Anastasio,San Michele,10-04-2023,35,30-60
164300,Sant'Anastasio,San Michele,10-04-2023,29,0-30
164379,Sant'Anastasio,Vergnano,10-04-2023,45,30-60
164388,Sant'Anastasio,Vergnano,10-04-2023,48,30-60
164554,Sant'Anastasio,San Romano in Garfagnana,10-01-2023,101,60-120
164567,Sant'Anastasio,San Romano in Garfagnana,10-01-2023,88,60-120
164570,Sant'Anastasio,San Romano in Garfagnana,10-04-2023,83,60-120
164575,Sant'Anastasio,San Romano in Garfagnana,10-04-2023,88,60-120
164604,Sant'Anastasio,San Romano in Garfagnana,09-07-2023,86,60-120
164667,Sant'Anastasio,Sillano Giuncugnano,10-04-2023,52,30-60
164682,Sant'Anastasio,Sillano Giuncugnano,10-04-2023,50,30-60
164852,Sant'Anastasio,Bagni di Lucca,10-01-2023,123,120+
164855,Sant'Anastasio,Bagni di Lucca,10-01-2023,173,120+
164874,Sant'Anastasio,Bagni di Lucca,10-04-2023,98,60-120
164877,Sant'Anastasio,Bagni di Lucca,10-04-2023,110,60-120
164878,Sant'Anastasio,Bagni di Lucca,10-04-2023,112,60-120
164901,Sant'Anastasio,Bagni di Lucca,09-07-2023,114,60-120
164902,Sant'Anastasio,Bagni di Lucca,09-07-2023,116,60-120
164964,Sant'Anastasio,Barga,10-04-2023,107,60-120
164965,Sant'Anastasio,Barga,10-04-2023,87,60-120
165041,Sant'Anastasio,Albiano,10-01-2023,116,60-120
165050,Sant'Anastasio,Albiano,10-04-2023,130,120+
165059,Sant'Anastasio,Albiano,10-04-2023,112,60-120
165060,Sant'Anastasio,Albiano,10-04-2023,115,60-120
165061,Sant'Anastasio,Albiano,10-04-2023,101,60-120
165084,Sant'Anastasio,Albiano,09-07-2023,115,60-120
165137,Sant'Anastasio,Castelvecchio Pascoli,10-01-2023,89,60-120
165155,Sant'Anastasio,Castelvecchio Pascoli,10-04-2023,87,60-120
165156,Sant'Anastasio,Castelvecchio Pascoli,10-04-2023,88,60-120
165157,Sant'Anastasio,Castelvecchio Pascoli,10-04-2023,74,60-120
165166,Sant'Anastasio,Castelvecchio Pascoli,10-04-2023,84,60-120
165180,Sant'Anastasio,Castelvecchio Pascoli,09-07-2023,88,60-120
165239,Sant'Anastasio,Filecchio,10-01-2023,197,120+
165247,Sant'Anastasio,Filecchio,10-04-2023,120,120+
165253,Sant'Anastasio,Filecchio,10-04-2023,97,60-120
165335,Sant'Anastasio,Fornaci di Barga,10-01-2023,104,60-120
165343,Sant'Anastasio,Fornaci di Barga,10-04-2023,85,60-120
165349,Sant'Anastasio,Fornaci di Barga,10-04-2023,77,60-120
165439,Sant'Anastasio,Loppia,10-04-2023,109,60-120
165442,Sant'Anastasio,Loppia,10-04-2023,121,120+
165445,Sant'Anastasio,Loppia,10-04-2023,91,60-120
165514,Sant'Anastasio,Mologno,10-01-2023,97,60-120
165521,Sant'Anastasio,Mologno,10-01-2023,81,60-120
165527,Sant'Anastasio,Mologno,10-01-2023,103,60-120
165535,Sant'Anastasio,Mologno,10-04-2023,82,60-120
165538,Sant'Anastasio,Mologno,10-04-2023,97,60-120
165541,Sant'Anastasio,Mologno,10-04-2023,66,60-120
165631,Sant'Anastasio,Ponte all'Ania,10-04-2023,104,60-120
165634,Sant'Anastasio,Ponte all'Ania,10-04-2023,113,60-120
165737,Sant'Anastasio,Renaio,10-04-2023,187,120+
165809,Sant'Anastasio,San Pietro in Campo,10-01-2023,97,60-120
165815,Sant'Anastasio,San Pietro in Campo,10-01-2023,103,60-120
165818,Sant'Anastasio,San Pietro in Campo,10-04-2023,89,60-120
165829,Sant'Anastasio,San Pietro in Campo,10-04-2023,75,60-120
165856,Sant'Anastasio,San Pietro in Campo,09-07-2023,91,60-120
165862,Sant'Anastasio,San Pietro in Campo,09-07-2023,93,60-120
165923,Sant'Anastasio,Sommocolonia,10-04-2023,133,120+
165924,Sant'Anastasio,Sommocolonia,10-04-2023,147,120+
165925,Sant'Anastasio,Sommocolonia,10-04-2023,122,120+
166019,Sant'Anastasio,Tiglio,10-04-2023,226,120+
166025,Sant'Anastasio,Tiglio,10-04-2023,194,120+
166114,Sant'Anastasio,Borgo a Mozzano,10-04-2023,107,60-120
166126,Sant'Anastasio,Borgo a Mozzano,10-04-2023,102,60-120
166150,Sant'Anastasio,Borgo a Mozzano,09-07-2023,103,60-120
166282,Sant'Anastasio,Pescaglia,10-01-2023,191,120+
166388,Sant'Anastasio,Lucca,10-01-2023,140,120+
166405,Sant'Anastasio,Lucca,10-04-2023,124,120+
166507,Vergnano,Camporgiano,10-04-2023,59,30-60
166509,Vergnano,Camporgiano,10-04-2023,35,30-60
166698,Vergnano,Castelnuovo di Garfagnana,10-04-2023,66,60-120
166699,Vergnano,Castelnuovo di Garfagnana,10-04-2023,94,60-120
166700,Vergnano,Castelnuovo di Garfagnana,10-04-2023,68,60-120
166701,Vergnano,Castelnuovo di Garfagnana,10-04-2023,58,30-60
166796,Vergnano,Palleroso,10-04-2023,118,60-120
166797,Vergnano,Palleroso,10-04-2023,99,60-120
166890,Vergnano,Monterotondo,10-04-2023,95,60-120
166891,Vergnano,Monterotondo,10-04-2023,122,120+
166892,Vergnano,Monterotondo,10-04-2023,100,60-120
166893,Vergnano,Monterotondo,10-04-2023,81,60-120
166986,Vergnano,Antisciana,10-04-2023,108,60-120
166987,Vergnano,Antisciana,10-04-2023,120,120+
167066,Vergnano,Gragnanella,10-04-2023,73,60-120
167082,Vergnano,Gragnanella,10-04-2023,110,60-120
167083,Vergnano,Gragnanella,10-04-2023,135,120+
167084,Vergnano,Gragnanella,10-04-2023,76,60-120
167161,Vergnano,Cerretoli,10-04-2023,87,60-120
167162,Vergnano,Cerretoli,10-04-2023,113,60-120
167178,Vergnano,Cerretoli,10-04-2023,126,120+
167179,Vergnano,Cerretoli,10-04-2023,135,120+
167258,Vergnano,Colle,10-04-2023,111,60-120
167748,Vergnano,Fosciandora,10-04-2023,110,60-120
167756,Vergnano,Fosciandora,10-04-2023,109,60-120
167757,Vergnano,Fosciandora,10-04-2023,100,60-120
167844,Vergnano,Gallicano,10-04-2023,115,60-120
167845,Vergnano,Gallicano,10-04-2023,84,60-120
167851,Vergnano,Gallicano,10-04-2023,157,120+
167852,Vergnano,Gallicano,10-04-2023,81,60-120
167853,Vergnano,Gallicano,10-04-2023,79,60-120
167931,Vergnano,Minucciano,10-04-2023,141,120+
167946,Vergnano,Minucciano,10-04-2023,148,120+
168026,Vergnano,Molazzana,10-04-2023,123,120+
168036,Vergnano,Molazzana,10-04-2023,155,120+
168044,Vergnano,Molazzana,10-04-2023,104,60-120
168133,Vergnano,Piazza al Serchio,10-04-2023,17,0-30
168139,Vergnano,Piazza al Serchio,10-04-2023,16,0-30
168324,Vergnano,Cogna,10-04-2023,35,30-60
168331,Vergnano,Cogna,10-04-2023,23,0-30
168409,Vergnano,Colognola,10-04-2023,37,30-60
168420,Vergnano,Colognola,10-04-2023,49,30-60
168421,Vergnano,Colognola,10-04-2023,39,30-60
168427,Vergnano,Colognola,10-04-2023,38,30-60
168505,Vergnano,Cortia,10-04-2023,48,30-60
168516,Vergnano,Cortia,10-04-2023,83,60-120
168517,Vergnano,Cortia,10-04-2023,40,30-60
168523,Vergnano,Cortia,10-04-2023,49,30-60
168601,Vergnano,Gragnana,10-04-2023,46,30-60
168612,Vergnano,Gragnana,10-04-2023,69,60-120
168613,Vergnano,Gragnana,10-04-2023,48,30-60
168619,Vergnano,Gragnana,10-04-2023,47,30-60
168793,Vergnano,Nicciano,10-04-2023,42,30-60
168804,Vergnano,Nicciano,10-04-2023,76,60-120
168805,Vergnano,Nicciano,10-04-2023,33,30-60
168811,Vergnano,Nicciano,10-04-2023,43,30-60
168985,Vergnano,Petrognola,10-04-2023,51,30-60
168996,Vergnano,Petrognola,10-04-2023,44,30-60
169002,Vergnano,Petrognola,10-04-2023,39,30-60
169003,Vergnano,Petrognola,10-04-2023,52,30-60
169092,Vergnano,San Donnino,10-04-2023,63,60-120
169177,Vergnano,San Michele,10-04-2023,27,0-30
169188,Vergnano,San Michele,10-04-2023,59,30-60
169189,Vergnano,San Michele,10-04-2023,26,0-30
169195,Vergnano,San Michele,10-04-2023,28,0-30
169273,Vergnano,Sant'Anastasio,10-04-2023,46,30-60
169290,Vergnano,Sant'Anastasio,10-04-2023,39,30-60
169291,Vergnano,Sant'Anastasio,10-04-2023,47,30-60
169483,Vergnano,San Romano in Garfagnana,10-04-2023,61,60-120
169566,Vergnano,Sillano Giuncugnano,10-04-2023,24,0-30
169764,Vergnano,Bagni di Lucca,10-04-2023,137,120+
169765,Vergnano,Bagni di Lucca,10-04-2023,105,60-120
169771,Vergnano,Bagni di Lucca,10-04-2023,123,120+
169772,Vergnano,Bagni di Lucca,10-04-2023,108,60-120
169773,Vergnano,Bagni di Lucca,10-04-2023,97,60-120
169850,Vergnano,Barga,10-04-2023,79,60-120
169860,Vergnano,Barga,10-04-2023,127,120+
169866,Vergnano,Barga,10-04-2023,119,60-120
169867,Vergnano,Barga,10-04-2023,124,120+
169868,Vergnano,Barga,10-04-2023,83,60-120
169947,Vergnano,Albiano,10-04-2023,184,120+
169956,Vergnano,Albiano,10-04-2023,142,120+
169964,Vergnano,Albiano,10-04-2023,108,60-120
169965,Vergnano,Albiano,10-04-2023,97,60-120
170052,Vergnano,Castelvecchio Pascoli,10-04-2023,115,60-120
170058,Vergnano,Castelvecchio Pascoli,10-04-2023,102,60-120
170059,Vergnano,Castelvecchio Pascoli,10-04-2023,110,60-120
170148,Vergnano,Filecchio,10-04-2023,144,120+
170154,Vergnano,Filecchio,10-04-2023,97,60-120
170155,Vergnano,Filecchio,10-04-2023,133,120+
170156,Vergnano,Filecchio,10-04-2023,106,60-120
170157,Vergnano,Filecchio,10-04-2023,95,60-120
170244,Vergnano,Fornaci di Barga,10-04-2023,118,60-120
170251,Vergnano,Fornaci di Barga,10-04-2023,103,60-120
170253,Vergnano,Fornaci di Barga,10-04-2023,70,60-120
170340,Vergnano,Loppia,10-04-2023,131,120+
170341,Vergnano,Loppia,10-04-2023,94,60-120
170347,Vergnano,Loppia,10-04-2023,122,120+
170348,Vergnano,Loppia,10-04-2023,95,60-120
170349,Vergnano,Loppia,10-04-2023,89,60-120
170436,Vergnano,Mologno,10-04-2023,106,60-120
170437,Vergnano,Mologno,10-04-2023,67,60-120
170443,Vergnano,Mologno,10-04-2023,136,120+
170444,Vergnano,Mologno,10-04-2023,66,60-120
170445,Vergnano,Mologno,10-04-2023,61,60-120
170532,Vergnano,Ponte all'Ania,10-04-2023,130,120+
170533,Vergnano,Ponte all'Ania,10-04-2023,82,60-120
170540,Vergnano,Ponte all'Ania,10-04-2023,87,60-120
170541,Vergnano,Ponte all'Ania,10-04-2023,83,60-120
170724,Vergnano,San Pietro in Campo,10-04-2023,115,60-120
170730,Vergnano,San Pietro in Campo,10-04-2023,84,60-120
170731,Vergnano,San Pietro in Campo,10-04-2023,130,120+
170810,Vergnano,Sommocolonia,10-04-2023,160,120+
170820,Vergnano,Sommocolonia,10-04-2023,166,120+
171012,Vergnano,Borgo a Mozzano,10-04-2023,136,120+
171019,Vergnano,Borgo a Mozzano,10-04-2023,130,120+
171300,Vergnano,Lucca,10-04-2023,165,120+
171301,Vergnano,Lucca,10-04-2023,123,120+
171307,Vergnano,Lucca,10-04-2023,141,120+
171308,Vergnano,Lucca,10-04-2023,129,120+
171309,Vergnano,Lucca,10-04-2023,113,60-120
176399,San Romano in Garfagnana,Careggine,10-04-2023,124,120+
176450,San Romano in Garfagnana,Castelnuovo di Garfagnana,10-01-2023,63,60-120
176464,San Romano in Garfagnana,Castelnuovo di Garfagnana,10-01-2023,65,60-120
176474,San Romano in Garfagnana,Castelnuovo di Garfagnana,10-04-2023,35,30-60
176518,San Romano in Garfagnana,Castelnuovo di Garfagnana,09-07-2023,67,60-120
176560,San Romano in Garfagnana,Palleroso,10-01-2023,118,60-120
176656,San Romano in Garfagnana,Monterotondo,10-01-2023,105,60-120
176752,San Romano in Garfagnana,Antisciana,10-01-2023,96,60-120
176762,San Romano in Garfagnana,Antisciana,10-04-2023,49,30-60
176848,San Romano in Garfagnana,Gragnanella,10-01-2023,104,60-120
176944,San Romano in Garfagnana,Cerretoli,10-01-2023,125,120+
177040,San Romano in Garfagnana,Colle,10-01-2023,126,120+
177061,San Romano in Garfagnana,Colle,10-04-2023,83,60-120
177167,San Romano in Garfagnana,Metello,10-04-2023,126,120+
177256,San Romano in Garfagnana,Rontano,10-04-2023,140,120+
177451,San Romano in Garfagnana,Fabbriche di Vergemoli,10-04-2023,131,120+
177455,San Romano in Garfagnana,Fabbriche di Vergemoli,10-04-2023,234,120+
177530,San Romano in Garfagnana,Fosciandora,10-04-2023,72,60-120
177546,San Romano in Garfagnana,Fosciandora,10-04-2023,74,60-120
177617,San Romano in Garfagnana,Gallicano,10-01-2023,90,60-120
177626,San Romano in Garfagnana,Gallicano,10-04-2023,74,60-120
177660,San Romano in Garfagnana,Gallicano,09-07-2023,87,60-120
177661,San Romano in Garfagnana,Gallicano,09-07-2023,86,60-120
177818,San Romano in Garfagnana,Molazzana,10-04-2023,101,60-120
177897,San Romano in Garfagnana,Piazza al Serchio,10-01-2023,57,30-60
177906,San Romano in Garfagnana,Piazza al Serchio,10-01-2023,49,30-60
178021,San Romano in Garfagnana,Borsigliana,10-04-2023,66,60-120
178117,San Romano in Garfagnana,Cogna,10-04-2023,76,60-120
178123,San Romano in Garfagnana,Cogna,10-04-2023,73,60-120
178185,San Romano in Garfagnana,Colognola,10-01-2023,79,60-120
178194,San Romano in Garfagnana,Colognola,10-01-2023,71,60-120
178220,San Romano in Garfagnana,Colognola,10-04-2023,38,30-60
178281,San Romano in Garfagnana,Cortia,10-01-2023,90,60-120
178290,San Romano in Garfagnana,Cortia,10-01-2023,82,60-120
178377,San Romano in Garfagnana,Gragnana,10-01-2023,87,60-120
178386,San Romano in Garfagnana,Gragnana,10-01-2023,80,60-120
178412,San Romano in Garfagnana,Gragnana,10-04-2023,46,30-60
178507,San Romano in Garfagnana,Livignano,10-04-2023,46,30-60
178569,San Romano in Garfagnana,Nicciano,10-01-2023,84,60-120
178578,San Romano in Garfagnana,Nicciano,10-01-2023,76,60-120
178953,San Romano in Garfagnana,San Michele,10-01-2023,69,60-120
178962,San Romano in Garfagnana,San Michele,10-01-2023,61,60-120
179058,San Romano in Garfagnana,Sant'Anastasio,10-01-2023,86,60-120
179173,San Romano in Garfagnana,Vergnano,10-04-2023,81,60-120
179179,San Romano in Garfagnana,Vergnano,10-04-2023,54,30-60
179365,San Romano in Garfagnana,Sillano Giuncugnano,10-04-2023,92,60-120
179540,San Romano in Garfagnana,Bagni di Lucca,10-01-2023,114,60-120
179543,San Romano in Garfagnana,Bagni di Lucca,10-01-2023,163,120+
179551,San Romano in Garfagnana,Bagni di Lucca,10-04-2023,153,120+
179561,San Romano in Garfagnana,Bagni di Lucca,10-04-2023,100,60-120
179562,San Romano in Garfagnana,Bagni di Lucca,10-04-2023,93,60-120
179566,San Romano in Garfagnana,Bagni di Lucca,10-04-2023,103,60-120
179580,San Romano in Garfagnana,Bagni di Lucca,09-07-2023,109,60-120
179581,San Romano in Garfagnana,Bagni di Lucca,09-07-2023,106,60-120
179590,San Romano in Garfagnana,Bagni di Lucca,09-07-2023,107,60-120
179641,San Romano in Garfagnana,Barga,10-04-2023,76,60-120
179642,San Romano in Garfagnana,Barga,10-04-2023,91,60-120
179659,San Romano in Garfagnana,Barga,10-04-2023,84,60-120
179729,San Romano in Garfagnana,Albiano,10-01-2023,107,60-120
179737,San Romano in Garfagnana,Albiano,10-04-2023,94,60-120
179738,San Romano in Garfagnana,Albiano,10-04-2023,104,60-120
179755,San Romano in Garfagnana,Albiano,10-04-2023,86,60-120
179772,San Romano in Garfagnana,Albiano,09-07-2023,104,60-120
179810,San Romano in Garfagnana,Castelvecchio Pascoli,10-01-2023,99,60-120
179825,San Romano in Garfagnana,Castelvecchio Pascoli,10-01-2023,80,60-120
179832,San Romano in Garfagnana,Castelvecchio Pascoli,10-04-2023,61,60-120
179833,San Romano in Garfagnana,Castelvecchio Pascoli,10-04-2023,64,60-120
179834,San Romano in Garfagnana,Castelvecchio Pascoli,10-04-2023,80,60-120
179857,San Romano in Garfagnana,Castelvecchio Pascoli,09-07-2023,101,60-120
179868,San Romano in Garfagnana,Castelvecchio Pascoli,09-07-2023,77,60-120
179921,San Romano in Garfagnana,Filecchio,10-01-2023,111,60-120
179927,San Romano in Garfagnana,Filecchio,10-01-2023,188,120+
179928,San Romano in Garfagnana,Filecchio,10-04-2023,79,60-120
179929,San Romano in Garfagnana,Filecchio,10-04-2023,84,60-120
179930,San Romano in Garfagnana,Filecchio,10-04-2023,94,60-120
179964,San Romano in Garfagnana,Filecchio,09-07-2023,109,60-120
179965,San Romano in Garfagnana,Filecchio,09-07-2023,107,60-120
179971,San Romano in Garfagnana,Filecchio,09-07-2023,106,60-120
180017,San Romano in Garfagnana,Fornaci di Barga,10-01-2023,82,60-120
180026,San Romano in Garfagnana,Fornaci di Barga,10-04-2023,73,60-120
180060,San Romano in Garfagnana,Fornaci di Barga,09-07-2023,80,60-120
180061,San Romano in Garfagnana,Fornaci di Barga,09-07-2023,78,60-120
180067,San Romano in Garfagnana,Fornaci di Barga,09-07-2023,77,60-120
180113,San Romano in Garfagnana,Loppia,10-01-2023,101,60-120
180156,San Romano in Garfagnana,Loppia,09-07-2023,99,60-120
180157,San Romano in Garfagnana,Loppia,09-07-2023,97,60-120
180163,San Romano in Garfagnana,Loppia,09-07-2023,96,60-120
180209,San Romano in Garfagnana,Mologno,10-01-2023,72,60-120
180252,San Romano in Garfagnana,Mologno,09-07-2023,69,60-120
180253,San Romano in Garfagnana,Mologno,09-07-2023,68,60-120
180305,San Romano in Garfagnana,Ponte all'Ania,10-01-2023,95,60-120
180312,San Romano in Garfagnana,Ponte all'Ania,10-04-2023,68,60-120
180313,San Romano in Garfagnana,Ponte all'Ania,10-04-2023,78,60-120
180314,San Romano in Garfagnana,Ponte all'Ania,10-04-2023,75,60-120
180348,San Romano in Garfagnana,Ponte all'Ania,09-07-2023,93,60-120
180349,San Romano in Garfagnana,Ponte all'Ania,09-07-2023,91,60-120
180355,San Romano in Garfagnana,Ponte all'Ania,09-07-2023,90,60-120
180504,San Romano in Garfagnana,San Pietro in Campo,10-04-2023,64,60-120
180505,San Romano in Garfagnana,San Pietro in Campo,10-04-2023,72,60-120
180506,San Romano in Garfagnana,San Pietro in Campo,10-04-2023,80,60-120
180601,San Romano in Garfagnana,Sommocolonia,10-04-2023,110,60-120
180602,San Romano in Garfagnana,Sommocolonia,10-04-2023,172,120+
180612,San Romano in Garfagnana,Sommocolonia,10-04-2023,137,120+
180613,San Romano in Garfagnana,Sommocolonia,10-04-2023,112,60-120
180619,San Romano in Garfagnana,Sommocolonia,10-04-2023,109,60-120
180696,San Romano in Garfagnana,Tiglio,10-04-2023,191,120+
180799,San Romano in Garfagnana,Borgo a Mozzano,10-04-2023,98,60-120
180811,San Romano in Garfagnana,Borgo a Mozzano,10-04-2023,92,60-120
180812,San Romano in Garfagnana,Borgo a Mozzano,10-04-2023,90,60-120
180828,San Romano in Garfagnana,Borgo a Mozzano,09-07-2023,95,60-120
180838,San Romano in Garfagnana,Borgo a Mozzano,09-07-2023,94,60-120
181076,San Romano in Garfagnana,Lucca,10-01-2023,131,120+
181116,San Romano in Garfagnana,Lucca,09-07-2023,132,120+
181194,Sillano Giuncugnano,Camporgiano,10-04-2023,50,30-60
181197,Sillano Giuncugnano,Camporgiano,10-04-2023,39,30-60
181386,Sillano Giuncugnano,Castelnuovo di Garfagnana,10-04-2023,70,60-120
181389,Sillano Giuncugnano,Castelnuovo di Garfagnana,10-04-2023,62,60-120
181482,Sillano Giuncugnano,Palleroso,10-04-2023,141,120+
181485,Sillano Giuncugnano,Palleroso,10-04-2023,103,60-120
181578,Sillano Giuncugnano,Monterotondo,10-04-2023,99,60-120
181581,Sillano Giuncugnano,Monterotondo,10-04-2023,85,60-120
181658,Sillano Giuncugnano,Antisciana,10-04-2023,75,60-120
181674,Sillano Giuncugnano,Antisciana,10-04-2023,112,60-120
181754,Sillano Giuncugnano,Gragnanella,10-04-2023,77,60-120
181770,Sillano Giuncugnano,Gragnanella,10-04-2023,114,60-120
181850,Sillano Giuncugnano,Cerretoli,10-04-2023,117,60-120
181866,Sillano Giuncugnano,Cerretoli,10-04-2023,130,120+
181946,Sillano Giuncugnano,Colle,10-04-2023,115,60-120
182250,Sillano Giuncugnano,Castiglione di Garfagnana,10-04-2023,170,120+
182442,Sillano Giuncugnano,Fosciandora,10-04-2023,135,120+
182445,Sillano Giuncugnano,Fosciandora,10-04-2023,104,60-120
182533,Sillano Giuncugnano,Gallicano,10-04-2023,89,60-120
182541,Sillano Giuncugnano,Gallicano,10-04-2023,83,60-120
182619,Sillano Giuncugnano,Minucciano,10-04-2023,145,120+
182634,Sillano Giuncugnano,Minucciano,10-04-2023,152,120+
182714,Sillano Giuncugnano,Molazzana,10-04-2023,127,120+
183109,Sillano Giuncugnano,Colognola,10-04-2023,43,30-60
183205,Sillano Giuncugnano,Cortia,10-04-2023,44,30-60
183301,Sillano Giuncugnano,Gragnana,10-04-2023,51,30-60
183397,Sillano Giuncugnano,Livignano,10-04-2023,32,30-60
183493,Sillano Giuncugnano,Nicciano,10-04-2023,37,30-60
183589,Sillano Giuncugnano,Petrognano,10-04-2023,34,30-60
183590,Sillano Giuncugnano,Petrognano,10-04-2023,29,0-30
183596,Sillano Giuncugnano,Petrognano,10-04-2023,36,30-60
183597,Sillano Giuncugnano,Petrognano,10-04-2023,33,30-60
183690,Sillano Giuncugnano,Petrognola,10-04-2023,50,30-60
183781,Sillano Giuncugnano,San Donnino,10-04-2023,24,0-30
183877,Sillano Giuncugnano,San Michele,10-04-2023,30,30-60
183973,Sillano Giuncugnano,Sant'Anastasio,10-04-2023,51,30-60
184268,Sillano Giuncugnano,San Romano in Garfagnana,10-04-2023,90,60-120
184362,Sillano Giuncugnano,Villa Collemandina,10-04-2023,151,120+
184453,Sillano Giuncugnano,Bagni di Lucca,10-04-2023,109,60-120
184461,Sillano Giuncugnano,Bagni di Lucca,10-04-2023,101,60-120
